,"Area
Code",St,Cnty,Own,NAICS,Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
41155,44000,44,0.0,0,10,2021,1,State,Rhode Island,Rhode Island -- Statewide,Total Covered,"10 Total, all industries",,41327,439934,443745,448181,6753381020,1170,1.0,1.0
41156,44000,44,0.0,1,10,2021,1,State,Rhode Island,Rhode Island -- Statewide,Federal Government,"10 Total, all industries",,189,11243,11269,11258,239781147,1639,1.23,1.41
41157,44000,44,0.0,2,10,2021,1,State,Rhode Island,Rhode Island -- Statewide,State Government,"10 Total, all industries",,130,16792,16711,16682,295367509,1358,1.13,1.37
41158,44000,44,0.0,3,10,2021,1,State,Rhode Island,Rhode Island -- Statewide,Local Government,"10 Total, all industries",,396,31383,31640,31867,471875392,1148,0.73,0.86
41159,44000,44,0.0,5,10,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,"10 Total, all industries",,40612,380516,384125,388374,5746356972,1150,1.02,0.99
41160,44000,44,0.0,5,101,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,101 Goods-producing,,5647,56522,56471,57577,882432391,1194,0.86,0.83
41161,44000,44,0.0,5,1011,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1011 Natural resources and mining,,207,823,837,924,8130089,726,0.18,0.11
41162,44000,44,0.0,5,1012,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1012 Construction,,3929,17908,17529,18206,281937734,1213,0.8,0.86
41163,44000,44,0.0,5,1013,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1013 Manufacturing,,1511,37791,38105,38447,592364568,1196,0.99,0.89
41164,44000,44,0.0,5,102,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,102 Service-providing,,34965,323994,327654,330797,4863924581,1143,1.06,1.02
41165,44000,44,0.0,5,1021,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,"1021 Trade, transportation, and utilities",,7947,73343,72759,72802,882231489,930,0.85,0.86
41166,44000,44,0.0,5,1022,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1022 Information,,831,5150,5401,5205,121552960,1780,0.59,0.38
41167,44000,44,0.0,5,1023,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1023 Financial activities,,3190,30888,30936,30955,903652034,2248,1.18,1.07
41168,44000,44,0.0,5,1024,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1024 Professional and business services,,10175,64899,65877,66125,1355208395,1588,1.0,1.02
41169,44000,44,0.0,5,1025,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1025 Education and health services,,5130,95190,96183,96962,1216367805,974,1.35,1.4
41170,44000,44,0.0,5,1026,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1026 Leisure and hospitality,,3910,39364,41250,43338,240006462,447,1.06,1.08
41171,44000,44,0.0,5,1027,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1027 Other services,,3690,15085,15162,15296,142888121,724,1.2,1.15
41172,44000,44,0.0,5,1029,2021,1,State,Rhode Island,Rhode Island -- Statewide,Private,1029 Unclassified,,92,75,86,114,2017315,1693,0.19,0.24
41279,45000,45,0.0,0,10,2021,1,State,South Carolina,South Carolina -- Statewide,Total Covered,"10 Total, all industries",,149962,2035606,2049256,2060462,25472416182,957,1.0,1.0
41280,45000,45,0.0,1,10,2021,1,State,South Carolina,South Carolina -- Statewide,Federal Government,"10 Total, all industries",,957,35788,35911,35791,625923485,1344,0.85,0.97
41281,45000,45,0.0,2,10,2021,1,State,South Carolina,South Carolina -- Statewide,State Government,"10 Total, all industries",,1107,91215,91911,91990,1220730068,1024,1.35,1.5
41282,45000,45,0.0,3,10,2021,1,State,South Carolina,South Carolina -- Statewide,Local Government,"10 Total, all industries",,2014,221223,220830,221090,2580939930,898,1.1,1.25
41283,45000,45,0.0,5,10,2021,1,State,South Carolina,South Carolina -- Statewide,Private,"10 Total, all industries",,145884,1687380,1700604,1711591,21044822699,952,0.98,0.96
41284,45000,45,0.0,5,101,2021,1,State,South Carolina,South Carolina -- Statewide,Private,101 Goods-producing,,21845,360406,362644,363815,5405598800,1148,1.18,1.35
41285,45000,45,0.0,5,1011,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1011 Natural resources and mining,,1420,11944,11820,12025,131829454,850,0.5,0.47
41286,45000,45,0.0,5,1012,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1012 Construction,,13451,102077,102539,103567,1434961951,1075,0.99,1.16
41287,45000,45,0.0,5,1013,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1013 Manufacturing,,6974,246385,248285,248223,3838807395,1192,1.39,1.54
41288,45000,45,0.0,5,102,2021,1,State,South Carolina,South Carolina -- Statewide,Private,102 Service-providing,,124039,1326974,1337960,1347776,15639223899,899,0.94,0.87
41289,45000,45,0.0,5,1021,2021,1,State,South Carolina,South Carolina -- Statewide,Private,"1021 Trade, transportation, and utilities",,32190,406023,405220,407321,4455377110,844,1.03,1.15
41290,45000,45,0.0,5,1022,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1022 Information,,3544,26619,26528,26467,596640456,1729,0.66,0.49
41291,45000,45,0.0,5,1023,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1023 Financial activities,,15771,102095,102510,102871,2087525166,1567,0.85,0.65
41292,45000,45,0.0,5,1024,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1024 Professional and business services,,32335,286697,290922,290891,4086926704,1086,0.96,0.81
41293,45000,45,0.0,5,1025,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1025 Education and health services,,16222,234204,237520,238117,2865416752,932,0.72,0.88
41294,45000,45,0.0,5,1026,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1026 Leisure and hospitality,,13643,221878,225471,231862,1087389040,369,1.23,1.29
41295,45000,45,0.0,5,1027,2021,1,State,South Carolina,South Carolina -- Statewide,Private,1027 Other services,,10334,49458,49789,50247,459948671,710,0.86,0.98
42095,46000,46,0.0,0,10,2021,1,State,South Dakota,South Dakota -- Statewide,Total Covered,"10 Total, all industries",,35641,412384,413196,417394,5017933899,932,1.0,1.0
42096,46000,46,0.0,1,10,2021,1,State,South Dakota,South Dakota -- Statewide,Federal Government,"10 Total, all industries",,752,11359,11322,11310,189857990,1289,1.33,1.5
42097,46000,46,0.0,2,10,2021,1,State,South Dakota,South Dakota -- Statewide,State Government,"10 Total, all industries",,914,13819,14233,14252,185001129,1009,1.04,1.15
42098,46000,46,0.0,3,10,2021,1,State,South Dakota,South Dakota -- Statewide,Local Government,"10 Total, all industries",,849,47285,47513,48068,462377330,747,1.18,1.13
42099,46000,46,0.0,5,10,2021,1,State,South Dakota,South Dakota -- Statewide,Private,"10 Total, all industries",,33126,339921,340128,343764,4180697450,942,0.97,0.97
42100,46000,46,0.0,5,101,2021,1,State,South Dakota,South Dakota -- Statewide,Private,101 Goods-producing,,6162,71504,70983,72686,928908504,996,1.17,1.18
42101,46000,46,0.0,5,1011,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1011 Natural resources and mining,,1123,6634,6695,6900,75587730,862,1.42,1.38
42102,46000,46,0.0,5,1012,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1012 Construction,,3984,21797,21227,22468,277312252,977,1.06,1.14
42103,46000,46,0.0,5,1013,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1013 Manufacturing,,1055,43073,43061,43318,576008522,1027,1.2,1.17
42104,46000,46,0.0,5,102,2021,1,State,South Dakota,South Dakota -- Statewide,Private,102 Service-providing,,26964,268417,269145,271078,3251788946,928,0.93,0.92
42105,46000,46,0.0,5,1021,2021,1,State,South Dakota,South Dakota -- Statewide,Private,"1021 Trade, transportation, and utilities",,8140,83927,83552,84215,916647420,840,1.05,1.2
42106,46000,46,0.0,5,1022,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1022 Information,,624,4873,4946,4941,72643916,1136,0.6,0.3
42107,46000,46,0.0,5,1023,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1023 Financial activities,,3485,27531,27521,27523,526824240,1472,1.12,0.84
42108,46000,46,0.0,5,1024,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1024 Professional and business services,,6209,32875,33003,33426,528593237,1228,0.54,0.53
42109,46000,46,0.0,5,1025,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1025 Education and health services,,2978,69100,69287,69547,922857593,1024,1.04,1.43
42110,46000,46,0.0,5,1026,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1026 Leisure and hospitality,,3186,39098,39765,40246,183145750,355,1.06,1.11
42111,46000,46,0.0,5,1027,2021,1,State,South Dakota,South Dakota -- Statewide,Private,1027 Other services,,2342,11013,11071,11180,101076790,701,0.94,1.1
43230,47000,47,0.0,0,10,2021,1,State,Tennessee,Tennessee -- Statewide,Total Covered,"10 Total, all industries",,179257,2933069,2945782,2967538,41272441991,1077,1.0,1.0
43231,47000,47,0.0,1,10,2021,1,State,Tennessee,Tennessee -- Statewide,Federal Government,"10 Total, all industries",,1341,50987,51289,51372,1006846269,1512,0.85,0.97
43232,47000,47,0.0,2,10,2021,1,State,Tennessee,Tennessee -- Statewide,State Government,"10 Total, all industries",,1343,76756,81495,81593,1136969759,1094,0.83,0.86
43233,47000,47,0.0,3,10,2021,1,State,Tennessee,Tennessee -- Statewide,Local Government,"10 Total, all industries",,1714,280796,282059,282681,3064496730,836,0.97,0.91
43234,47000,47,0.0,5,10,2021,1,State,Tennessee,Tennessee -- Statewide,Private,"10 Total, all industries",,174859,2524530,2530939,2551892,36064129233,1094,1.01,1.01
43235,47000,47,0.0,5,101,2021,1,State,Tennessee,Tennessee -- Statewide,Private,101 Goods-producing,,22512,485427,486184,491569,7335113495,1157,1.11,1.13
43236,47000,47,0.0,5,1011,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1011 Natural resources and mining,,1149,10608,10845,11154,141967868,1005,0.32,0.32
43237,47000,47,0.0,5,1012,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1012 Construction,,13386,130018,129766,132715,1842804285,1083,0.88,0.92
43238,47000,47,0.0,5,1013,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1013 Manufacturing,,7977,344801,345573,347700,5350341342,1189,1.35,1.32
43239,47000,47,0.0,5,102,2021,1,State,Tennessee,Tennessee -- Statewide,Private,102 Service-providing,,152347,2039103,2044755,2060323,28729015738,1079,0.99,0.99
43240,47000,47,0.0,5,1021,2021,1,State,Tennessee,Tennessee -- Statewide,Private,"1021 Trade, transportation, and utilities",,41498,641134,639303,640052,7982405745,959,1.12,1.27
43241,47000,47,0.0,5,1022,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1022 Information,,5326,42827,43726,43758,979730261,1735,0.75,0.5
43242,47000,47,0.0,5,1023,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1023 Financial activities,,17874,156517,156854,157412,3857267553,1891,0.9,0.74
43243,47000,47,0.0,5,1024,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1024 Professional and business services,,34778,423654,426457,428023,7848036070,1417,0.98,0.96
43244,47000,47,0.0,5,1025,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1025 Education and health services,,21974,420970,422821,424814,5685327598,1034,0.89,1.07
43245,47000,47,0.0,5,1026,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1026 Leisure and hospitality,,17658,282731,284005,293542,1670158924,448,1.08,1.23
43246,47000,47,0.0,5,1027,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1027 Other services,,12934,70851,71147,72256,698790016,753,0.85,0.92
43247,47000,47,0.0,5,1029,2021,1,State,Tennessee,Tennessee -- Statewide,Private,1029 Unclassified,,305,419,442,466,7299571,1269,0.12,0.14
44904,48000,48,0.0,0,10,2021,1,State,Texas,Texas -- Statewide,Total Covered,"10 Total, all industries",,754102,12085551,12106215,12241284,198811021543,1259,1.0,1.0
44905,48000,48,0.0,1,10,2021,1,State,Texas,Texas -- Statewide,Federal Government,"10 Total, all industries",,3711,210585,210666,210243,4102701315,1499,0.84,0.82
44906,48000,48,0.0,2,10,2021,1,State,Texas,Texas -- Statewide,State Government,"10 Total, all industries",,3199,368562,371038,371613,5937255596,1233,0.92,0.93
44907,48000,48,0.0,3,10,2021,1,State,Texas,Texas -- Statewide,Local Government,"10 Total, all industries",,10130,1296252,1307436,1308687,16549956373,976,1.09,1.02
44908,48000,48,0.0,5,10,2021,1,State,Texas,Texas -- Statewide,Private,"10 Total, all industries",,737062,10210152,10217075,10350741,172221108259,1291,1.0,1.01
44909,48000,48,0.0,5,101,2021,1,State,Texas,Texas -- Statewide,Private,101 Goods-producing,,102303,1791954,1797061,1828215,38087668397,1623,1.0,1.22
44910,48000,48,0.0,5,1011,2021,1,State,Texas,Texas -- Statewide,Private,1011 Natural resources and mining,,19390,228447,229348,232929,7464035913,2494,1.64,3.44
44911,48000,48,0.0,5,1012,2021,1,State,Texas,Texas -- Statewide,Private,1012 Construction,,56200,705320,708162,730777,11920293014,1283,1.18,1.24
44912,48000,48,0.0,5,1013,2021,1,State,Texas,Texas -- Statewide,Private,1013 Manufacturing,,26713,858187,859551,864509,18703339470,1671,0.81,0.96
44913,48000,48,0.0,5,102,2021,1,State,Texas,Texas -- Statewide,Private,102 Service-providing,,634759,8418198,8420014,8522526,134133439862,1221,1.0,0.96
44914,48000,48,0.0,5,1021,2021,1,State,Texas,Texas -- Statewide,Private,"1021 Trade, transportation, and utilities",,154362,2487742,2468894,2481500,36009356152,1117,1.06,1.19
44915,48000,48,0.0,5,1022,2021,1,State,Texas,Texas -- Statewide,Private,1022 Information,,12792,197464,197600,198460,5953370732,2315,0.83,0.63
44916,48000,48,0.0,5,1023,2021,1,State,Texas,Texas -- Statewide,Private,1023 Financial activities,,81159,783467,785980,792629,21849757474,2135,1.1,0.88
44917,48000,48,0.0,5,1024,2021,1,State,Texas,Texas -- Statewide,Private,1024 Professional and business services,,152794,1801431,1811601,1833829,39116470175,1657,1.02,1.0
44918,48000,48,0.0,5,1025,2021,1,State,Texas,Texas -- Statewide,Private,1025 Education and health services,,99726,1650762,1652833,1658315,20996361889,977,0.84,0.82
44919,48000,48,0.0,5,1026,2021,1,State,Texas,Texas -- Statewide,Private,1026 Leisure and hospitality,,67614,1176499,1181032,1226513,6680003235,430,1.1,1.02
44920,48000,48,0.0,5,1027,2021,1,State,Texas,Texas -- Statewide,Private,1027 Other services,,58669,311533,312309,320769,3401067362,831,0.92,0.93
44921,48000,48,0.0,5,1029,2021,1,State,Texas,Texas -- Statewide,Private,1029 Unclassified,,7643,9300,9765,10511,127052843,991,0.64,0.51
49416,49000,49,0.0,0,10,2021,1,State,Utah,Utah -- Statewide,Total Covered,"10 Total, all industries",,116741,1533063,1547541,1554924,21399964151,1065,1.0,1.0
49417,49000,49,0.0,1,10,2021,1,State,Utah,Utah -- Statewide,Federal Government,"10 Total, all industries",,574,38382,38660,38879,673544623,1341,1.23,1.25
49418,49000,49,0.0,2,10,2021,1,State,Utah,Utah -- Statewide,State Government,"10 Total, all industries",,901,70373,71552,71841,1022111807,1103,1.4,1.49
49419,49000,49,0.0,3,10,2021,1,State,Utah,Utah -- Statewide,Local Government,"10 Total, all industries",,2554,127240,128316,129614,1396180005,837,0.85,0.8
49420,49000,49,0.0,5,10,2021,1,State,Utah,Utah -- Statewide,Private,"10 Total, all industries",,112712,1297068,1309013,1314590,18308127716,1078,1.0,0.99
49421,49000,49,0.0,5,101,2021,1,State,Utah,Utah -- Statewide,Private,101 Goods-producing,,19104,269200,272542,275677,4157664914,1174,1.19,1.24
49422,49000,49,0.0,5,1011,2021,1,State,Utah,Utah -- Statewide,Private,1011 Natural resources and mining,,1050,13469,13513,13954,220374160,1242,0.77,0.94
49423,49000,49,0.0,5,1012,2021,1,State,Utah,Utah -- Statewide,Private,1012 Construction,,13304,115423,116875,118851,1713143047,1126,1.51,1.66
49424,49000,49,0.0,5,1013,2021,1,State,Utah,Utah -- Statewide,Private,1013 Manufacturing,,4750,140308,142154,142872,2224147707,1207,1.06,1.06
49425,49000,49,0.0,5,102,2021,1,State,Utah,Utah -- Statewide,Private,102 Service-providing,,93608,1027868,1036471,1038913,14150462802,1052,0.96,0.94
49426,49000,49,0.0,5,1021,2021,1,State,Utah,Utah -- Statewide,Private,"1021 Trade, transportation, and utilities",,20616,299290,299380,298527,3658792166,941,1.0,1.12
49427,49000,49,0.0,5,1022,2021,1,State,Utah,Utah -- Statewide,Private,1022 Information,,3619,37583,37856,38152,1065963731,2166,1.25,1.05
49428,49000,49,0.0,5,1023,2021,1,State,Utah,Utah -- Statewide,Private,1023 Financial activities,,13163,94621,95205,95412,2120467483,1716,1.05,0.79
49429,49000,49,0.0,5,1024,2021,1,State,Utah,Utah -- Statewide,Private,1024 Professional and business services,,27189,225507,227856,227375,3976599069,1348,0.99,0.94
49430,49000,49,0.0,5,1025,2021,1,State,Utah,Utah -- Statewide,Private,1025 Education and health services,,13922,200416,201865,201286,2244067350,858,0.81,0.82
49431,49000,49,0.0,5,1026,2021,1,State,Utah,Utah -- Statewide,Private,1026 Leisure and hospitality,,7822,134975,138382,141964,738105786,410,1.0,1.05
49432,49000,49,0.0,5,1027,2021,1,State,Utah,Utah -- Statewide,Private,1027 Other services,,7185,35405,35858,36120,345068483,742,0.81,0.88
49433,49000,49,0.0,5,1029,2021,1,State,Utah,Utah -- Statewide,Private,1029 Unclassified,,92,71,69,77,1398734,1487,0.04,0.05
49933,50000,50,0.0,0,10,2021,1,State,Vermont,Vermont -- Statewide,Total Covered,"10 Total, all industries",,27183,281434,283669,284816,3787822642,1028,1.0,1.0
49934,50000,50,0.0,1,10,2021,1,State,Vermont,Vermont -- Statewide,Federal Government,"10 Total, all industries",,438,7065,7012,6948,132992327,1460,1.2,1.39
49935,50000,50,0.0,2,10,2021,1,State,Vermont,Vermont -- Statewide,State Government,"10 Total, all industries",,250,14789,15522,15523,235399108,1185,1.65,1.94
49936,50000,50,0.0,3,10,2021,1,State,Vermont,Vermont -- Statewide,Local Government,"10 Total, all industries",,735,27978,28155,28068,323772248,887,1.01,1.05
49937,50000,50,0.0,5,10,2021,1,State,Vermont,Vermont -- Statewide,Private,"10 Total, all industries",,25760,231602,232980,234277,3095658959,1022,0.97,0.95
49938,50000,50,0.0,5,101,2021,1,State,Vermont,Vermont -- Statewide,Private,101 Goods-producing,,4565,45334,44894,45199,665168537,1133,1.06,1.12
49939,50000,50,0.0,5,1011,2021,1,State,Vermont,Vermont -- Statewide,Private,1011 Natural resources and mining,,571,3737,3686,3792,36715004,755,1.14,0.89
49940,50000,50,0.0,5,1012,2021,1,State,Vermont,Vermont -- Statewide,Private,1012 Construction,,2880,13426,13002,13162,171332856,999,0.91,0.94
49941,50000,50,0.0,5,1013,2021,1,State,Vermont,Vermont -- Statewide,Private,1013 Manufacturing,,1114,28171,28206,28245,457120677,1247,1.14,1.23
49942,50000,50,0.0,5,102,2021,1,State,Vermont,Vermont -- Statewide,Private,102 Service-providing,,21195,186268,188086,189078,2430490422,995,0.95,0.91
49943,50000,50,0.0,5,1021,2021,1,State,Vermont,Vermont -- Statewide,Private,"1021 Trade, transportation, and utilities",,5004,51007,50584,50477,557309643,846,0.92,0.96
49944,50000,50,0.0,5,1022,2021,1,State,Vermont,Vermont -- Statewide,Private,1022 Information,,649,3903,3949,3939,68751841,1346,0.71,0.38
49945,50000,50,0.0,5,1023,2021,1,State,Vermont,Vermont -- Statewide,Private,1023 Financial activities,,1782,11513,11518,11491,262336794,1754,0.69,0.55
49946,50000,50,0.0,5,1024,2021,1,State,Vermont,Vermont -- Statewide,Private,1024 Professional and business services,,6927,28301,28518,28613,585540046,1582,0.68,0.78
49947,50000,50,0.0,5,1025,2021,1,State,Vermont,Vermont -- Statewide,Private,1025 Education and health services,,2562,57825,58816,59680,713659272,934,1.3,1.47
49948,50000,50,0.0,5,1026,2021,1,State,Vermont,Vermont -- Statewide,Private,1026 Leisure and hospitality,,2228,26436,27398,27444,167689090,476,1.05,1.34
49949,50000,50,0.0,5,1027,2021,1,State,Vermont,Vermont -- Statewide,Private,1027 Other services,,2043,7283,7303,7434,75203736,788,0.92,1.08
50203,51000,51,0.0,0,10,2021,1,State,Virginia,Virginia -- Statewide,Total Covered,"10 Total, all industries",,288991,3741239,3747738,3773944,62589282229,1282,1.0,1.0
50204,51000,51,0.0,1,10,2021,1,State,Virginia,Virginia -- Statewide,Federal Government,"10 Total, all industries",,2027,185661,186034,185705,4330863251,1793,2.41,2.74
50205,51000,51,0.0,2,10,2021,1,State,Virginia,Virginia -- Statewide,State Government,"10 Total, all industries",,2339,137353,140989,141757,1910989144,1050,1.14,0.96
50206,51000,51,0.0,3,10,2021,1,State,Virginia,Virginia -- Statewide,Local Government,"10 Total, all industries",,3476,360384,362159,365880,4563401200,968,0.99,0.9
50207,51000,51,0.0,5,10,2021,1,State,Virginia,Virginia -- Statewide,Private,"10 Total, all industries",,281149,3057841,3058556,3080602,51784028634,1299,0.96,0.96
50208,51000,51,0.0,5,101,2021,1,State,Virginia,Virginia -- Statewide,Private,101 Goods-producing,,30858,449100,449778,453700,6921310534,1181,0.81,0.7
50209,51000,51,0.0,5,1011,2021,1,State,Virginia,Virginia -- Statewide,Private,1011 Natural resources and mining,,2092,16277,16465,17106,191844993,888,0.39,0.28
50210,51000,51,0.0,5,1012,2021,1,State,Virginia,Virginia -- Statewide,Private,1012 Construction,,21513,198628,198067,200389,3018765094,1167,1.05,1.0
50211,51000,51,0.0,5,1013,2021,1,State,Virginia,Virginia -- Statewide,Private,1013 Manufacturing,,7253,234195,235246,236205,3710700447,1214,0.72,0.6
50212,51000,51,0.0,5,102,2021,1,State,Virginia,Virginia -- Statewide,Private,102 Service-providing,,250291,2608741,2608778,2626902,44862718100,1320,1.0,1.02
50213,51000,51,0.0,5,1021,2021,1,State,Virginia,Virginia -- Statewide,Private,"1021 Trade, transportation, and utilities",,42702,642260,633233,635419,7689767239,929,0.88,0.8
50214,51000,51,0.0,5,1022,2021,1,State,Virginia,Virginia -- Statewide,Private,1022 Information,,5242,64308,64511,64883,2239862682,2668,0.88,0.75
50215,51000,51,0.0,5,1023,2021,1,State,Virginia,Virginia -- Statewide,Private,1023 Financial activities,,23431,193711,194865,194920,5733015313,2267,0.88,0.73
50216,51000,51,0.0,5,1024,2021,1,State,Virginia,Virginia -- Statewide,Private,1024 Professional and business services,,61887,754073,755553,760271,19115281917,1943,1.37,1.55
50217,51000,51,0.0,5,1025,2021,1,State,Virginia,Virginia -- Statewide,Private,1025 Education and health services,,50560,494090,498271,498888,6508693840,1007,0.82,0.81
50218,51000,51,0.0,5,1026,2021,1,State,Virginia,Virginia -- Statewide,Private,1026 Leisure and hospitality,,20980,313007,314502,322825,1733931864,421,0.94,0.84
50219,51000,51,0.0,5,1027,2021,1,State,Virginia,Virginia -- Statewide,Private,1027 Other services,,29984,122337,122232,123458,1526256998,957,1.15,1.33
50220,51000,51,0.0,5,1029,2021,1,State,Virginia,Virginia -- Statewide,Private,1029 Unclassified,,15505,24955,25611,26238,315908247,949,5.18,4.02
52616,53000,53,0.0,0,10,2021,1,State,Washington,Washington -- Statewide,Total Covered,"10 Total, all industries",,262720,3175756,3207072,3251587,64214072555,1538,1.0,1.0
52617,53000,53,0.0,1,10,2021,1,State,Washington,Washington -- Statewide,Federal Government,"10 Total, all industries",,1345,76531,76568,76519,1534339402,1542,1.15,0.95
52618,53000,53,0.0,2,10,2021,1,State,Washington,Washington -- Statewide,State Government,"10 Total, all industries",,1112,132051,132083,131916,2468209902,1438,1.23,1.2
52619,53000,53,0.0,3,10,2021,1,State,Washington,Washington -- Statewide,Local Government,"10 Total, all industries",,2434,325639,329843,334341,5699421397,1329,1.05,1.09
52620,53000,53,0.0,5,10,2021,1,State,Washington,Washington -- Statewide,Private,"10 Total, all industries",,257829,2641535,2668578,2708811,54512101854,1569,0.98,0.99
52621,53000,53,0.0,5,101,2021,1,State,Washington,Washington -- Statewide,Private,101 Goods-producing,,42452,529758,533127,545593,9383537268,1346,1.12,0.93
52622,53000,53,0.0,5,1011,2021,1,State,Washington,Washington -- Statewide,Private,1011 Natural resources and mining,,6794,78631,81198,87887,715727502,667,2.32,1.02
52623,53000,53,0.0,5,1012,2021,1,State,Washington,Washington -- Statewide,Private,1012 Construction,,27711,197999,199507,204284,3436944463,1318,1.24,1.11
52624,53000,53,0.0,5,1013,2021,1,State,Washington,Washington -- Statewide,Private,1013 Manufacturing,,7947,253128,252422,253422,5230865303,1590,0.9,0.83
52625,53000,53,0.0,5,102,2021,1,State,Washington,Washington -- Statewide,Private,102 Service-providing,,215377,2111777,2135451,2163218,45128564586,1625,0.95,1.0
52626,53000,53,0.0,5,1021,2021,1,State,Washington,Washington -- Statewide,Private,"1021 Trade, transportation, and utilities",,38921,628681,624817,627216,11249320688,1380,1.01,1.15
52627,53000,53,0.0,5,1022,2021,1,State,Washington,Washington -- Statewide,Private,1022 Information,,5725,149951,151043,151783,10334366260,5267,2.39,3.39
52628,53000,53,0.0,5,1023,2021,1,State,Washington,Washington -- Statewide,Private,1023 Financial activities,,19016,147056,147518,148537,4235222076,2206,0.78,0.53
52629,53000,53,0.0,5,1024,2021,1,State,Washington,Washington -- Statewide,Private,1024 Professional and business services,,45214,418216,422056,427388,10318210004,1878,0.89,0.81
52630,53000,53,0.0,5,1025,2021,1,State,Washington,Washington -- Statewide,Private,1025 Education and health services,,64775,469169,472539,474437,6455794868,1052,0.91,0.78
52631,53000,53,0.0,5,1026,2021,1,State,Washington,Washington -- Statewide,Private,1026 Leisure and hospitality,,20961,213279,231011,245669,1462985972,489,0.83,0.69
52632,53000,53,0.0,5,1027,2021,1,State,Washington,Washington -- Statewide,Private,1027 Other services,,20597,85286,86317,88025,1070807257,952,0.95,0.91
52633,53000,53,0.0,5,1029,2021,1,State,Washington,Washington -- Statewide,Private,1029 Unclassified,,168,139,150,163,1857461,948,0.04,0.02
53311,54000,54,0.0,0,10,2021,1,State,West Virginia,West Virginia -- Statewide,Total Covered,"10 Total, all industries",,52368,638085,641035,649415,7615661056,911,1.0,1.0
53312,54000,54,0.0,1,10,2021,1,State,West Virginia,West Virginia -- Statewide,Federal Government,"10 Total, all industries",,1044,24862,24946,24999,474682043,1464,1.89,2.47
53313,54000,54,0.0,2,10,2021,1,State,West Virginia,West Virginia -- Statewide,State Government,"10 Total, all industries",,1062,40369,41418,41597,475574775,889,1.94,1.95
53314,54000,54,0.0,3,10,2021,1,State,West Virginia,West Virginia -- Statewide,Local Government,"10 Total, all industries",,1961,66907,68287,69142,698558825,789,1.09,1.13
53315,54000,54,0.0,5,10,2021,1,State,West Virginia,West Virginia -- Statewide,Private,"10 Total, all industries",,48301,505947,506384,513677,5966845413,902,0.93,0.91
53316,54000,54,0.0,5,101,2021,1,State,West Virginia,West Virginia -- Statewide,Private,101 Goods-producing,,6761,89387,89034,91526,1438630752,1230,0.94,1.2
53317,54000,54,0.0,5,1011,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1011 Natural resources and mining,,1110,18009,18096,18132,361889420,1540,2.4,4.36
53318,54000,54,0.0,5,1012,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1012 Construction,,4310,26723,26046,28259,365471121,1041,0.86,0.99
53319,54000,54,0.0,5,1013,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1013 Manufacturing,,1341,44655,44892,45135,711270211,1219,0.8,0.95
53320,54000,54,0.0,5,102,2021,1,State,West Virginia,West Virginia -- Statewide,Private,102 Service-providing,,41540,416560,417350,422151,4528214661,832,0.93,0.84
